number,full_name,position,height_in_inches,weight_in_lbs,date_of_birth,team
11,"Posey, DeVier",WR,73,210,3/15/1990,HOU
77,"Quessenberry, David",OT,77,306,8/24/1990,HOU
58,"Reed, Brooks",OLB,75,254,2/28/1987,HOU
20,"Reed, Ed",FS,71,205,9/11/1978,HOU
8,"Schaub, Matt",QB,77,235,6/25/1981,HOU
51,"Sharpton, Darryl",ILB,71,235,1/1/1988,HOU
94,"Smith, Antonio",DE,76,289,10/21/1981,HOU
74,"Smith, Wade",G,76,295,4/26/1981,HOU
36,"Swearinger, D.J.",SS,70,208,9/1/1991,HOU
44,"Tate, Ben",RB,71,217,8/21/1988,HOU
57,"Tuggle, Justin",LB,75,249,1/4/1990,HOU
99,"Watt, J.J.",DE,77,289,3/22/1989,HOU
46,"Weeks, Jon",LS,70,246,2/17/1986,HOU
67,"White, Cody",G,75,303,7/1/1988,HOU
73,"Williams, Brennan",OT,78,314,2/5/1991,HOU
54,"Williams, Trevardo",OLB,73,237,12/31/1990,HOU
41,"Wood, Cierre",RB,71,215,2/21/1991,HOU
13,"Yates, T.J.",QB,76,217,5/28/1987,HOU
