title,latitude,longitude,city,state,category_title,price,stars,star_rating
Forest Road 248,36.738045,-112.21585,Jacob Lake,Arizona,National Forest,FREE,5,2.5
Forest Road 225,36.731438,-112.17482,Jacob Lake,Arizona,National Forest,FREE,5,2.5
Canyon View Campground,36.686962,-110.54169,Shonto,Arizona,National Park,FREE,5,2.5
Sunset View Campground,36.676453,-110.542336,Kayenta,Arizona,National Park,FREE,5,2.5
Big Dune Dispersed,36.644676,-116.609184,Amargosa Valley,Nevada,BLM,FREE,5,2.5
Cebolla Mesa Campground,36.640484,-105.68913,Questa,New Mexico,National Forest,FREE,5,2.5
Alabama Hills Recreation Area,36.59582,-118.10916,Lone Pine,California,BLM,FREE,5,2.5
Whitney Pocket,36.52369,-114.132835,Bunkerville,Nevada,BLM,FREE,5,2.5
Snowbird Mesa,36.481506,-114.450615,Overton,Nevada,BLM,FREE,5,2.5
Valley of Fire West,36.444454,-114.67558,Overton,Nevada,BLM,FREE,5,2.5
Forest Road 611 East Rim,36.439354,-112.07889,North Rim,Arizona,National Forest,FREE,5,2.5
Forest Road 5,36.4225,-105.34234,Angel Fire,New Mexico,National Forest,FREE,5,2.5
Forest Road 270,36.410305,-112.14941,North Rim,Arizona,National Forest,FREE,5,2.5
Marble View Dispersed,36.402542,-112.06238,North Rim,Arizona,National Forest,FREE,5,2.5
Forest Road 611,36.393986,-112.115524,North Rim,Arizona,National Forest,FREE,5,2.5
Upper Sweetwater Campground,36.36067,-120.85092,Paicines,California,BLM,FREE,5,2.5
Fire Point,36.356255,-112.35719,North Rim,Arizona,National Park,FREE,5,2.5
Wildrose Campground,36.266,-117.185,Death Valley,California,National Park,FREE,5,2.5
Harris Ranch Inn & Restaurant,36.25405,-120.2362,Coalinga,California,Parking Lot,FREE,5,2.5
Point Sublime,36.198605,-112.25054,North Rim,Arizona,National Park,FREE,5,2.5
Erbie Campground,36.07069,-93.21327,Jasper,Arkansas,National Park,FREE,5,2.5
Lovell Canyon Road,36.060852,-115.55991,Las Vegas,Nevada,National Forest,FREE,5,2.5
Nadeau Road,36.05797,-117.34076,Ballarat,California,BLM,FREE,5,2.5
Kingman Wash,36.036007,-114.70769,Temple Bar Marina,Arizona,National Park,FREE,5,2.5
Fossil Falls Dry Lake Bed,35.982765,-117.90042,Little Lake,California,BLM,FREE,5,2.5
Williams Hill Recreation Area,35.97826,-121.00942,Bradley,California,BLM,FREE,5,2.5
Coconino Rim Road,35.96234,-111.96439,Grand Canyon,Arizona,National Forest,FREE,5,2.5
Lockett Lake,35.9399,-111.93836,Grand Canyon Village,Arizona,National Forest,FREE,5,2.5
Forest Road 306,35.927048,-112.13377,Grand Canyon,Arizona,National Forest,FREE,5,2.5
Forest Road 688,35.926174,-112.12452,Grand Canyon,Arizona,National Forest,FREE,5,2.5
Furnace Creek Road,35.90613,-116.296776,Shoshone,California,BLM,FREE,5,2.5
Richland Creek Recreation Area,35.79623,-92.93554,Witts Springs,Arkansas,National Forest,FREE,5,2.5
Rhea Springs Recreation Area,35.68317,-84.82622,Spring City,Tennessee,County Park,FREE,5,2.5
Fritch Fortress Campground,35.68239,-101.5978,Fritch,Texas,National Park,FREE,5,2.5
Keyesville SRMA,35.63426,-118.49216,Wofford Heights,California,BLM,FREE,5,2.5
Walmart,35.6065,-117.6697,Ridgecrest,California,Parking Lot,FREE,5,2.5
McBride Canyon & Mullinaw Creek Camp,35.54434,-101.73387,Fritch,Texas,National Park,FREE,5,2.5
Meriwether Lewis Campground,35.522545,-87.45602,Hohenwald,Tennessee,National Park,FREE,5,2.5
Spangler Main Staging Area,35.518524,-117.56501,Ridgecrest,California,BLM,FREE,5,2.5
The Football Field OHV Parking Area,35.5164,-117.6603,Ridgecrest,California,BLM,FREE,5,2.5
Willow Tree,35.477596,-114.66512,Golden Valley,Arizona,National Park,FREE,5,2.5
Dove Springs OHV Area,35.423737,-118.011505,Cantil,California,BLM,FREE,5,2.5
Elk City Lake Park,35.366554,-99.4159,Elk City,Oklahoma,City Park,FREE,5,2.5
Santeetlah Lake,35.366253,-83.85514,Robbinsville,North Carolina,National Forest,FREE,5,2.5
Garland Prairie Road,35.28782,-112.13338,Williams,Arizona,National Forest,FREE,5,2.5
Snow Bowl,35.27622,-111.71606,Flagstaff,Arizona,National Forest,FREE,5,2.5
Soda Lake View,35.25332,-115.89148,Baker,California,National Park,FREE,5,2.5
Dogtown Road,35.19348,-112.143745,Williams,Arizona,National Forest,FREE,5,2.5
California City Off-Road Area,35.181778,-117.80871,California City,California,City Park,FREE,5,2.5
Twin Arrows Casino Resort,35.167023,-111.25578,Flagstaff,Arizona,Parking Lot,FREE,5,2.5
Bill Williams Loop Road,35.16346,-112.16221,Williams,Arizona,National Forest,FREE,5,2.5
Walmart,35.1601,-101.92153,Amarillo,Texas,Parking Lot,FREE,5,2.5
Coleman Lake,35.147995,-112.17204,Williams,Arizona,National Forest,FREE,5,2.5
Marshall Lake,35.112396,-111.538445,Flagstaff,Arizona,National Forest,FREE,5,2.5
San Jon Municipal Park,35.107513,-103.331726,San Jon,New Mexico,City Park,FREE,5,2.5
El Morro National Monument,35.036804,-108.33783,Ramah,New Mexico,National Park,FREE,5,2.5
Forest Road 242,35.032795,-106.32641,Tijeras,New Mexico,National Forest,FREE,5,2.5
Rattlesnake Draw Rest Area Eastbound,35.004776,-105.85054,Moriarty,New Mexico,Rest Area,FREE,5,2.5
Torrance County Park,34.992146,-106.16484,Edgewood,New Mexico,County Park,FREE,5,2.5
Black Canyon North,34.982403,-115.38892,Essex,California,National Park,FREE,5,2.5
Black Canyon South,34.93525,-115.41201,Essex,California,National Park,FREE,5,2.5
Kelso Dunes Mine,34.888077,-115.716606,Amboy,California,National Park,FREE,5,2.5
Nolan Tank,34.88449,-111.910774,Sedona,Arizona,National Forest,FREE,5,2.5
Loy Butte Road,34.868073,-111.90386,Sedona,Arizona,National Forest,FREE,5,2.5
County Road 122 Dispersed,34.83607,-91.54886,Hazen,Arkansas,Arkansas Game & Fish Commission,FREE,5,2.5
Hidden Hill Road,34.793667,-115.60314,Kelso,California,National Park,FREE,5,2.5
Dharma Tower,34.769142,-115.63906,Amboy,California,National Park,FREE,5,2.5
Cabela's,34.707745,-86.68301,Huntsville,Alabama,Parking Lot,FREE,5,2.5
Forest Road 413,34.694878,-112.14384,Cottonwood,Arizona,National Forest,FREE,5,2.5
Sawtooth Canyon Campground,34.6703,-116.983986,Lucerne Valley,California,BLM,FREE,5,2.5
Cape Lookout National Seashore,34.618847,-76.52398,Harkers Island,North Carolina,National Park,FREE,5,2.5
Amboy Crater,34.55769,-115.77687,Amboy,California,BLM,FREE,5,2.5
Cedar Glades Park,34.538258,-93.086006,Hot Springs,Arkansas,County Park,FREE,5,2.5
Enchanted Forest Trail,34.496094,-112.37739,Prescott,Arizona,National Forest,FREE,5,2.5
Twentynine Mile Lake,34.4711,-111.452644,Happy Jack,Arizona,National Forest,FREE,5,2.5
Wolf Creek Road,34.458633,-112.480034,Prescott,Arizona,National Forest,FREE,5,2.5
Childs Camping Area,34.34801,-111.69738,Yavapai,Arizona,National Forest,FREE,5,2.5
9350 Camping Area,34.33793,-110.97869,Payson,Arizona,National Forest,FREE,5,2.5
Larson Ridge Camping Area,34.330597,-110.83492,Forest Lakes,Arizona,National Forest,FREE,5,2.5
Flowing Spring,34.303,-111.352,Payson,Arizona,National Forest,FREE,5,2.5
Ray & Donna West Free RV Park,34.237885,-102.745865,Muleshoe,Texas,City Park,FREE,5,2.5
Swansea Ghost Town,34.17137,-113.84263,Parker,Arizona,BLM,FREE,5,2.5
Wayne Russell RV Park,33.993176,-101.34143,Floydada,Texas,City Park,FREE,5,2.5
Bosque del Apache BLM,33.91955,-106.88471,San Antonio,New Mexico,BLM,FREE,5,2.5
Waylon Jennings RV Park,33.912388,-102.32686,Littlefield,Texas,City Park,FREE,5,2.5
Bear Trap Campground,33.88331,-107.51528,Magdalena,New Mexico,National Forest,FREE,5,2.5
Saboba Casino,33.779224,-116.91718,San Jacinto,California,Parking Lot,FREE,5,2.5
Plomosa Road,33.74882,-114.21615,Quartzsite,Arizona,BLM,FREE,5,2.5
Painted Canyon,33.61177,-116.0087,Mecca,California,BLM,FREE,5,2.5
Box Canyon,33.59231,-115.96784,Mecca,California,BLM,FREE,5,2.5
West Mesa Road Dispersed,33.516953,-105.515335,Fort Stanton,New Mexico,BLM,FREE,5,2.5
Cave Canyon Campground,33.50657,-105.49296,Lincoln,New Mexico,BLM,FREE,5,2.5
Kofa View,33.48668,-114.18171,Quartzsite,Arizona,BLM,FREE,5,2.5
Cosmic Campground,33.47911,-108.92256,Glenwood,New Mexico,National Forest,FREE,5,2.5
Saddle Mountain,33.464043,-113.03659,Tonopah,Arizona,BLM,FREE,5,2.5
Mule Mountains Dispersed,33.444607,-114.894035,Palo Verde,California,BLM,FREE,5,2.5
Bass Pro Shop,33.43695,-111.86706,Mesa,Arizona,Parking Lot,FREE,5,2.5
Cibola-Colorado River Camping Area,33.37708,-114.70565,Cibola,Arizona,BLM,FREE,5,2.5
Cibola National Wildlife Refuge,33.36345,-114.66643,Cibola,Arizona,BLM,FREE,5,2.5
Palm Canyon,33.36034,-114.10695,Quartzsite,Arizona,Dept. Fish & Wildlife,FREE,5,2.5
Casino Pauma,33.32976,-116.99285,Pauma Valley,California,Parking Lot,FREE,5,2.5
Clark Dry Lake,33.299095,-116.273796,Borrego Springs,California,State Park,FREE,5,2.5
Truckhaven Hills Camping Area,33.277233,-116.05388,Thermal,California,State Park,FREE,5,2.5
King Road,33.254078,-114.22338,Quartzsite,Arizona,Dept. Fish & Wildlife,FREE,5,2.5
Elmwood Recreation Area,33.199,-79.47,McClellanville,South Carolina,National Forest,FREE,5,2.5
Forks Campground,33.183685,-108.206116,Silver City,New Mexico,National Forest,FREE,5,2.5
Grapevine Campground,33.179,-108.206,Silver City,New Mexico,National Forest,FREE,5,2.5
Big Black Mountain,33.15698,-116.809296,Ramona,California,National Forest,FREE,5,2.5
Holmes Camping Area,33.150394,-116.111496,Ocotillo Wells,California,State Park,FREE,5,2.5
Yaqui Well Camp,33.13684,-116.38042,Borrego Springs,California,State Park,FREE,5,2.5
Yoakum County Park,33.049446,-102.81851,Denver City,Texas,County Park,FREE,5,2.5
Blair Valley,33.03767,-116.40955,Julian,California,State Park,FREE,5,2.5
Harrah's Ak-Chin,33.022846,-112.04866,Maricopa,Arizona,Parking Lot,FREE,5,2.5
Ferguson Lake,32.969296,-114.497536,Winterhaven,California,BLM,FREE,5,2.5
Pine Creek Road,32.905148,-116.47453,Julian,California,National Forest,FREE,5,2.5
Tumco Historic Townsite,32.881104,-114.83248,Winterhaven,California,BLM,FREE,5,2.5
Mountain Palm Springs Camp,32.862736,-116.21803,Julian,California,State Park,FREE,5,2.5
Hackle Road BLM,32.785435,-109.60077,Solomon,Arizona,BLM,FREE,5,2.5
Bobcat Meadow Campground,32.71073,-116.55642,Campo,California,National Forest,FREE,5,2.5
Cattlemen Trail,32.549446,-108.426994,Silver City,New Mexico,National Forest,FREE,5,2.5
Tuskegee Primitive Camp #10,32.486404,-85.58821,Tuskegee,Alabama,National Forest,FREE,5,2.5
Hunter Park,32.479332,-97.79401,Granbury,Texas,County Park,FREE,5,2.5
Baylor Pass West Trailhead,32.39089,-106.61416,Las Cruces,New Mexico,BLM,FREE,5,2.5
Walmart,32.361507,-106.7474,Las Cruces,New Mexico,Parking Lot,FREE,5,2.5
Sierra Vista Campground,32.322727,-106.63058,Las Cruces,New Mexico,BLM,FREE,5,2.5
Andrews Chamber of Commerce,32.317772,-102.55483,Andrews,Texas,City Park,FREE,5,2.5
West Manville Road,32.29187,-111.347534,Tucson,Arizona,BLM,FREE,5,2.5
Cochise Visitor Center,32.27215,-109.8411,Willcox,Arizona,Parking Lot,FREE,5,2.5
Casino Del Sol,32.12895,-111.08267,Tucson,Arizona,Parking Lot,FREE,5,2.5
Steele Creek Park Campground,32.00575,-97.45157,Morgan,Texas,Army Corps Of Engineers,FREE,5,2.5
Desert Diamond Casino Sahuarita,32.00401,-110.98951,Tucson,Arizona,Parking Lot,FREE,5,2.5
Walling Bend Park Campground,31.897787,-97.396614,Clifton,Texas,Army Corps Of Engineers,FREE,5,2.5
Soldiers Bluff Park Campground,31.862122,-97.375175,Laguna Park,Texas,Army Corps Of Engineers,FREE,5,2.5
Forest Road 687,31.855726,-110.00841,Tombstone,Arizona,National Forest,FREE,5,2.5
Airstrip Group Campsite,31.792643,-110.63576,Vail,Arizona,BLM,FREE,5,2.5
Cieneguita Camping Area,31.76615,-110.62822,Elgin,Arizona,BLM,FREE,5,2.5
Harshaw Road,31.514921,-110.70366,Patagonia,Arizona,National Forest,FREE,5,2.5
I-10 Picnic Area Westbound,31.08375,-104.08216,Fort Davis,Texas,Parking Lot,FREE,5,2.5
I-10 Rest Area Westbound,30.938852,-103.30948,Fort Stockton,Texas,Rest Area,FREE,5,2.5
Blackwater River Primitive Recreation Site,30.71091,-86.86623,Holt,Florida,State Forest,FREE,5,2.5
Airey Lake Recreation Area,30.689236,-89.061104,Perkinston,Mississippi,National Forest,FREE,5,2.5
Bayside Campground,30.516327,-87.006744,Navarre,Florida,Dept. Fish & Wildlife,FREE,5,2.5
Bayou Campground,30.510126,-87.00326,Navarre,Florida,Dept. Fish & Wildlife,FREE,5,2.5
Schreiner City Park,30.489927,-99.76012,Junction,Texas,City Park,FREE,5,2.5
Highway 90 Picnic Area,30.375347,-103.53351,Alpine,Texas,Rest Area,FREE,5,2.5
Marfa Lights Viewing Center,30.275537,-103.88287,Marfa,Texas,Parking Lot,FREE,5,2.5
Spring Creek Park,30.10062,-95.65291,Tomball,Texas,County Park,FREE,5,2.5
I-10 Rest Area Eastbound,30.052656,-99.02789,Comfort,Texas,Rest Area,FREE,5,2.5
Hugo Point County Park,29.812647,-94.79623,Cove,Texas,County Park,FREE,5,2.5
Winnie Stowell Park,29.811768,-94.380295,Winnie,Texas,County Park,FREE,5,2.5
Rutherford Beach,29.760294,-93.12415,Creole,Louisiana,Dept. Fish & Wildlife,FREE,5,2.5
Bolivar Flats Free Beach,29.383808,-94.72237,Bolivar Peninsula,Texas,County Park,FREE,5,2.5
Brazoria Beach,28.977917,-95.25272,Surfside Beach,Texas,County Park,FREE,5,2.5
Potts Preserve,28.901327,-82.3055,Inverness,Florida,Southwest Florida Water Management District,FREE,5,2.5
Ashley Campground,28.361517,-82.11783,Dade City,Florida,Southwest Florida Water Management District,FREE,5,2.5
Serenova Tract,28.329096,-82.569374,Land O Lakes,Florida,Southwest Florida Water Management District,FREE,5,2.5
Hampton Tract,28.269724,-81.96948,Lakeland,Florida,Southwest Florida Water Management District,FREE,5,2.5
Oak Ridge Equestrian Area,28.148489,-82.27787,Thonotosassa,Florida,Southwest Florida Water Management District,FREE,5,2.5
Washburn Equestrian Area,28.11889,-82.297455,Thonotosassa,Florida,Southwest Florida Water Management District,FREE,5,2.5
North Beach,27.477428,-97.27424,Corpus Christi,Texas,National Park,FREE,5,2.5
South Beach,27.415487,-97.30161,Corpus Christi,Texas,National Park,FREE,5,2.5
Deep Creek Preserve,27.060854,-82.02182,Arcadia,Florida,Southwest Florida Water Management District,FREE,5,2.5
DuPuis Campground,27.004908,-80.559494,Indiantown,Florida,South Florida Water Management District,FREE,5,2.5
Kowechobe Campground,26.49791,-81.129555,Clewiston,Florida,Dept. Fish & Wildlife,FREE,5,2.5
Boca Chica Beach,25.996897,-97.151024,Brownsville,TX,Dept. Fish & Wildlife,FREE,5,2.5
Cabo Pulmo Beach,23.44069,-109.42783,Cabo Pulmo,Baja California Sur,National Park,FREE,5,2.5
Walmart,64.85804,-147.68906,Fairbanks,Alaska,Parking Lot,FREE,4,2
Gerstle River Wayside,63.82031,-144.9287,Delta Junction,Alaska,Parking Lot,FREE,4,2
Portage Glacier Road,60.792828,-148.90356,Girdwood,Alaska,National Forest,FREE,4,2
Whittier Airstrip,60.779808,-148.71806,Whittier,Alaska,National Forest,FREE,4,2
Rainbow Lake Campground,60.71848,-150.8181,Kenai,Alaska,Dept. Fish & Wildlife,FREE,4,2
Peterson Lake Campground,60.524876,-150.39714,Sterling,Alaska,Dept. Fish & Wildlife,FREE,4,2
Kerry Lake Recreation Site,54.669006,-122.781624,McLeod Lake,British Columbia,Provincial Recreation Site,FREE,4,2
Walmart,53.864727,-122.786415,Prince George,British Columbia,Parking Lot,FREE,4,2
Dr. Bicum Rest Area,51.997807,-106.113434,Elstow,Saskatchewan,Rest Area,FREE,4,2
The Crossing Resort,51.973778,-116.74667,Saskatchewan River Crossing,Alberta,Parking Lot,FREE,4,2
Waitabit Creek Campground,51.501377,-117.18415,Donald,British Columbia,BLM,FREE,4,2
Kicking Horse River Crown Land,51.23837,-116.67234,Golden,British Columbia,BLM,FREE,4,2
Kingdom Lake Recreation Site,50.80376,-122.7971,Bralorne,British Columbia,Provincial Recreation Site,FREE,4,2
Westside Road Turnout,49.948166,-119.498604,Kelowna,British Columbia,Unknown/Other,FREE,4,2
Cabela's,49.839855,-97.2195,Winnipeg,Manitoba,Parking Lot,FREE,4,2
Summerland Public RV Parking,49.5999,-119.6782,Summerland,British Columbia,Parking Lot,FREE,4,2
Behind the Rock on Howe Sound,49.507755,-123.258,Squamish,British Columbia,Unknown/Other,FREE,4,2
Razor Hone,48.90357,-121.69468,Glacier,Washington,National Forest,FREE,4,2
Toats Coulee Campground,48.846,-119.726,Loomis,Washington,Dept. Natural Resources,FREE,4,2
Silver Falls Provincial Park,48.692814,-89.60385,Thunder Bay,Ontario,Provincial Park,FREE,4,2
Demers Ridge,48.6526,-114.182,Polebridge,Montana,National Forest,FREE,4,2
Dog Fish Point Scenic Lookout,48.62654,-122.46313,Bow,Washington,Parking Lot,FREE,4,2
Chuckanut Drive Scenic Lookout,48.620964,-122.445206,Bow,Washington,Parking Lot,FREE,4,2
Fish Lake #3,48.61606,-119.70174,Tonasket,Washington,Dept. Fish & Wildlife,FREE,4,2
Fish Lake #1,48.612354,-119.68701,Tonasket,Washington,Dept. Fish & Wildlife,FREE,4,2
McGinnis Creek,48.514393,-114.147606,Columbia Falls,Montana,National Forest,FREE,4,2
Rocky Lake,48.495102,-117.87105,Colville,Washington,Dept. Natural Resources,FREE,4,2
Nelson Reservoir Recreation Area,48.493,-107.532,Saco,Montana,Bureau of Reclamation,FREE,4,2
Bear Creek #1,48.489452,-120.11599,Winthrop,Washington,Dept. Fish & Wildlife,FREE,4,2
Walmart,48.41582,-119.50824,Omak,Washington,Parking Lot,FREE,4,2
Sweat Creek Campground,48.391163,-119.807846,Okanogan,Washington,Dept. Natural Resources,FREE,4,2
Super 1 Foods,48.368927,-114.21048,Columbia Falls,Montana,Parking Lot,FREE,4,2
Highline Loop Road,48.35757,-113.92754,Martin City,Montana,National Forest,FREE,4,2
Abbot Bay Boat Launch,48.342754,-113.98118,Martin City,Montana,National Forest,FREE,4,2
Green Bay Campground,48.17814,-116.40555,Sagle,Idaho,National Forest,FREE,4,2
Lyre River Campground,48.147717,-123.83333,Port Angeles,Washington,Dept. Natural Resources,FREE,4,2
Cocolalla Boat Ramp,48.138454,-116.60208,Sagle,Idaho,Dept. Fish & Wildlife,FREE,4,2
Tulalip Casino,48.08883,-122.19217,Marysville,Washington,Parking Lot,FREE,4,2
Deer Creek,48.0851,-121.552475,Granite Falls,Washington,National Forest,FREE,4,2
Walmart,48.078846,-123.13279,Sequim,Washington,Parking Lot,FREE,4,2
Big Eddy Campground,48.066715,-115.92582,Heron,Montana,National Forest,FREE,4,2
Bear Creek Campground,48.066,-124.24,Beaver,Washington,Dept. Natural Resources,FREE,4,2
7 Cedars Casino,48.020355,-123.01095,Sequim,Washington,Parking Lot,FREE,4,2
Granite Lake Access,48.006454,-116.68907,Athol,Idaho,Unknown/Other,FREE,4,2
Blacktail Mountain,48.00622,-114.36765,Kila,Montana,National Forest,FREE,4,2
Scenic High Falls,47.959236,-84.82757,Wawa,Ontario,City Park,FREE,4,2
Mill Bay Casino,47.88505,-120.13037,Manson,Washington,Parking Lot,FREE,4,2
Minnie Peterson Campground,47.818,-124.172,Forks,Washington,Dept. Natural Resources,FREE,4,2
Hoh Oxbow Campground,47.809673,-124.24997,Forks,Washington,Dept. Natural Resources,FREE,4,2
Forest Road 596,47.743404,-116.545296,Coeur d'Alene,Idaho,National Forest,FREE,4,2
Little North Fork Road,47.716866,-116.38501,Linfor,Idaho,National Forest,FREE,4,2
Cabela's,47.700886,-117.03874,Post Falls,Idaho,Parking Lot,FREE,4,2
Northern Quest Resort & Casino,47.656807,-117.56347,Airway Heights,Washington,Parking Lot,FREE,4,2
Palace Casino & Hotel,47.402164,-94.65228,Cass Lake,Minnesota,Parking Lot,FREE,4,2
Tinkham Road,47.390785,-121.51995,North Bend,Washington,National Forest,FREE,4,2
Fishtrap Recreation Area,47.33402,-117.86298,Sprague,Washington,BLM,FREE,4,2
Cabin Creek,47.29326,-121.28773,Easton,Washington,National Forest,FREE,4,2
Cow Lake,47.134964,-118.159584,Ritzville,Washington,Dept. Fish & Wildlife,FREE,4,2
Burke Lake South,47.13395,-119.92547,Quincy,Washington,Dept. Fish & Wildlife,FREE,4,2
Evergreen East,47.12501,-119.897644,Quincy,Washington,Dept. Fish & Wildlife,FREE,4,2
Little North Fork Campground,47.066597,-115.85018,Avery,Idaho,National Forest,FREE,4,2
Quinault Beach Resort & Casino,47.042183,-124.169174,Ocean Shores,Washington,Parking Lot,FREE,4,2
Canal Lake North,46.930702,-119.18119,Warden,Washington,Dept. Fish & Wildlife,FREE,4,2
Margaret McKenny Campground,46.926468,-123.06284,Olympia,Washington,Dept. Natural Resources,FREE,4,2
Walmart,46.88497,-114.042366,Missoula,Montana,Parking Lot,FREE,4,2
Powder River Depot,46.73949,-105.42934,Terry,Montana,Dept. Fish & Wildlife,FREE,4,2
Vernita Bridge,46.640858,-119.74429,Mattawa,Washington,Dept. Fish & Wildlife,FREE,4,2
Little Goose Landing,46.58559,-118.00615,Lacrosse,Washington,Army Corps Of Engineers,FREE,4,2
Blyton Landing,46.559483,-117.27087,Colton,Washington,Army Corps Of Engineers,FREE,4,2
Nisqually John Landing,46.476574,-117.23537,Clarkston,Washington,Army Corps Of Engineers,FREE,4,2
Woods Creek Wildlife Dispersed,46.460873,-121.96066,Randle,Washington,National Forest,FREE,4,2
Kewadin Casino,46.437416,-86.70774,Munising,Michigan,Parking Lot,FREE,4,2
Lochsa River,46.33833,-115.31393,Kooskia,Idaho,National Forest,FREE,4,2
Hovey Lake Camping Area,46.291,-86.701,Munising,Michigan,National Forest,FREE,4,2
Blodgett Campground,46.26953,-114.243805,Hamilton,Montana,National Forest,FREE,4,2
Ruchert Road Dispersed Camping,46.256046,-117.51663,Peola,Washington,National Forest,FREE,4,2
Galena Gulch Recreation Area,46.25425,-112.18376,Boulder,Montana,BLM,FREE,4,2
